UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
1654717213,52.94,22.54,60000.0,14221.0,11165.0,16229,936.824,7785.14,10022.26,48723.31,10668.227,2065.8160000000003,5026
1654717214,52.98,22.51,60000.0,15221.0,11118.0,16182,936.834,8279.62,10695.54,51725.77,11389.727,2232.672,5027
1654717215,53.06,22.45,60000.0,15862.0,11086.0,16153,936.841,9242.8,12347.07,56719.75,13201.832,2887.758,5028
1654717216,53.12,22.37,60000.0,15320.0,11111.0,16188,936.85,9476.55,12894.93,57562.25,13817.496,3189.4840000000004,5029
1654717217,53.16,22.25,60000.0,15877.0,11091.0,16152,936.856,9552.39,13654.99,56372.49,14713.66,3852.617,5030
1654717218,51.97,22.66,60000.0,15946.0,11087.0,16141,936.847,9548.56,13802.96,55964.39,14891.27,4000.023,5031
1654717219,51.59,23.52,60000.0,16350.0,11062.0,16114,936.844,9696.56,14378.45,55923.36,15554.484,4412.984,5032
1654717220,51.46,23.93,60000.0,16251.0,11062.0,16109,936.844,9827.12,14691.54,56376.16,15906.82,4588.375,5033
1654717221,51.53,23.4,60000.0,23542.0,10902.0,15961,936.837,10032.89,15095.45,57314.72,16355.055,4777.9220000000005,5034
1654717222,51.38,23.51,60000.0,23265.0,10907.0,15951,936.838,10373.74,16067.63,58107.71,17460.039,5386.133000000001,5035
1654717223,51.34,23.73,60000.0,21221.0,10930.0,15959,936.836,10977.55,18071.53,58804.85,19754.418,6736.984,5036
1654717224,51.34,23.95,60000.0,21069.0,10943.0,15952,936.84,11120.13,19049.44,57701.38,20899.828,7545.883000000001,5037
1654717225,51.32,24.32,60000.0,17808.0,10993.0,16021,936.849,10919.86,19505.2,54655.1,21478.812,8185.406,5038
1654717226,51.3,24.57,60000.0,16633.0,11053.0,16074,936.826,10737.28,19121.86,53885.06,21051.254,7993.0,5039
1654717227,51.3,24.75,60000.0,16884.0,11042.0,16050,936.814,10714.51,19166.99,53555.51,21109.086,8059.227,5040
1654717228,51.27,24.9,60000.0,18006.0,10990.0,15974,936.806,10742.09,19332.39,53401.72,21302.23,8192.641,5041
1654717229,51.28,24.98,60000.0,18021.0,10983.0,15963,936.81,8559.78,15362.15,42660.3,16923.43,6486.75,5042
1654717230,51.25,25.11,60000.0,18521.0,10976.0,15948,936.804,6316.05,11126.95,32001.62,12238.139,4584.117,5043
1654717231,51.24,25.23,60000.0,20085.0,10951.0,15907,936.817,3073.53,4901.41,16862.11,5341.564,1732.57,5044
1654717232,51.25,25.25,60000.0,21170.0,10937.0,15885,936.823,3874.89,5760.18,22311.78,6232.9490000000005,1777.41,5045
1654717233,51.28,25.32,60000.0,22003.0,10926.0,15861,936.83,5114.9,7530.79,29634.53,8140.6,2275.613,5046
1654717234,51.25,25.26,60000.0,16312.0,11066.0,16016,936.841,3406.31,4898.49,20028.58,5281.727,1402.184,5047
1654717235,51.27,25.15,60000.0,11314.0,11306.0,16227,936.845,2330.46,3168.9,14161.18,3395.341,782.2130000000001,5048
1654717236,51.27,24.55,60000.0,13183.0,11209.0,16086,936.846,1074.1,1338.02,6834.65,1418.372,241.593,5049
1654717237,51.27,24.63,60000.0,16922.0,11039.0,15951,936.843,1456.92,1755.25,9420.44,1852.558,269.801,5050
1654717238,51.27,24.78,60000.0,18218.0,10982.0,15900,936.84,4077.11,4670.17,26970.21,4895.085999999999,520.303,5051
1654717239,51.28,24.85,60000.0,20464.0,10946.0,15844,936.831,5451.29,6274.41,35984.57,6581.051,724.961,5052
1654717240,51.42,24.63,60000.0,20413.0,10951.0,15844,936.821,6458.29,7419.66,42666.6,7780.241999999999,845.48,5053
1654717241,51.41,24.19,60000.0,15259.0,11117.0,16020,936.83,3413.37,3902.49,22598.07,4089.35,428.43,5054
1654717242,51.41,24.09,60000.0,13832.0,11191.0,16084,936.819,2243.68,2554.46,14881.14,2675.183,271.201,5055
1654717243,51.41,23.99,60000.0,11848.0,11280.0,16158,936.804,2362.27,2680.23,15690.94,2805.519,276.557,5056
1654717244,51.44,23.69,60000.0,13504.0,11204.0,16071,936.819,2269.04,2496.62,15267.25,2601.711,190.088,5057
1654717245,51.46,23.71,60000.0,14244.0,11161.0,16024,936.828,3005.23,3303.38,20228.86,3441.9240000000004,248.596,5058
1654717246,51.46,23.73,60000.0,15122.0,11126.0,16012,936.822,6283.49,6972.5,42130.75,7275.050999999999,583.4730000000001,5059
1654717247,52.8,23.38,60000.0,14305.0,11165.0,16073,936.821,6802.27,7570.04,45554.13,7901.859,652.887,5060
1654717248,53.22,22.51,60000.0,15312.0,11114.0,16017,936.829,8829.76,10228.92,58120.62,10738.527,1238.242,5061
1654717249,53.43,21.69,60000.0,16770.0,11046.0,15937,936.829,9622.57,11908.3,61427.32,12612.777,2088.055,5062
1654717250,53.56,21.31,60000.0,15267.0,11122.0,16018,936.845,10403.35,14836.53,61482.03,15982.668,4161.960999999999,5063
1654717251,53.69,21.08,60000.0,13931.0,11184.0,16070,936.86,10133.22,15290.17,57777.93,16570.933999999997,4868.18,5064
1654717252,53.8,20.96,60000.0,12855.0,11234.0,16159,936.855,7245.6,10811.69,41617.98,11703.711,3363.168,5065
1654717253,53.88,20.21,60000.0,10215.0,11360.0,16250,936.861,5893.92,8679.36,34144.0,9382.359,2623.7540000000004,5066
1654717254,53.96,20.04,60000.0,11077.0,11323.0,16209,936.852,5895.74,8485.51,34648.33,9150.211,2433.793,5067
1654717255,54.03,19.96,60000.0,11413.0,11299.0,16182,936.855,5911.51,8413.37,34979.24,9061.266,2348.246,5068
1654717256,54.11,20.45,60000.0,12214.0,11269.0,16163,936.856,7007.0,9770.65,41968.52,10499.059,2587.496,5069
1654717257,54.2,20.44,60000.0,10444.0,11352.0,16260,936.861,7731.67,10733.49,46428.75,11527.898,2808.824,5070
1654717258,54.3,20.36,60000.0,9979.0,11375.0,16259,936.857,8789.66,12375.24,52347.27,13312.258,3361.117,5071
1654717259,54.34,20.33,60000.0,10818.0,11334.0,16215,936.868,9084.58,12901.62,53824.39,13891.844,3581.789,5072
1654717260,54.42,20.15,60000.0,10871.0,11330.0,16234,936.861,9180.32,13387.68,53512.05,14456.961,3959.367,5073
1654717261,54.47,19.94,60000.0,10169.0,11366.0,16272,936.846,9207.7,13353.78,53857.15,14411.785,3899.5,5074
1654717262,54.54,19.88,60000.0,15740.0,11048.0,15870,936.835,9135.48,13191.57,53579.09,14230.0,3813.141,5075
1654717263,54.87,19.72,60000.0,27453.0,10847.0,15685,936.84,9093.2,13167.82,53237.39,14208.758,3831.703,5076
1654717264,54.89,20.03,60000.0,19480.0,10965.0,15782,936.837,9297.17,13607.52,54068.99,14700.094,4057.75,5077
1654717265,54.96,20.29,60000.0,25636.0,10877.0,15707,936.819,9666.23,14216.52,56042.35,15365.953,4285.633,5078
1654717266,55.01,20.34,60000.0,30178.0,10810.0,15619,936.812,9891.99,14689.28,56997.64,15893.137,4522.344,5079
1654717267,55.1,20.41,60000.0,24955.0,10880.0,15701,936.803,10855.82,18214.56,57289.93,19946.078,6995.633000000001,5080
1654717268,55.19,20.74,60000.0,25409.0,10872.0,15678,936.799,10885.07,18931.87,55765.37,20799.023,7663.116999999999,5081
1654717269,55.2,20.49,60000.0,23214.0,10904.0,15702,936.801,11251.88,20138.79,56215.08,22180.348,8473.625,5082
1654717270,55.24,20.25,60000.0,17747.0,10993.0,15795,936.809,11336.95,20764.44,55450.61,22914.223,8997.211,5083
1654717271,55.27,20.32,60000.0,17060.0,11033.0,15819,936.807,10800.3,21084.69,49551.59,23388.07,9836.273,5084
1654717272,55.32,20.1,60000.0,16068.0,11077.0,15861,936.807,10215.39,19619.47,47680.45,21734.754,8989.719000000001,5085
1654717273,55.36,20.11,60000.0,16472.0,11054.0,15812,936.805,8334.5,15389.98,40451.86,16994.852,6735.491999999999,5086
1654717274,55.39,20.23,60000.0,17144.0,11022.0,15795,936.806,8752.56,15907.06,43121.27,17542.48,6825.941,5087
1654717275,55.5,20.42,60000.0,15915.0,11086.0,15861,936.811,10184.66,18770.23,49522.45,20724.281000000003,8195.609,5088
1654717276,55.54,20.67,60000.0,17487.0,11013.0,15789,936.807,10712.65,20192.93,50960.09,22336.395,9056.93,5089
1654717277,54.32,21.14,60000.0,13809.0,11191.0,15956,936.809,7311.64,13549.1,35367.08,14966.402,5955.344,5090
1654717278,53.93,21.72,60000.0,11459.0,11307.0,16057,936.803,5934.17,10783.66,29238.94,11892.232,4626.766,5091
1654717279,53.76,21.96,60000.0,10704.0,11336.0,16055,936.799,3806.66,6654.17,19417.89,7313.689,2712.357,5092
1654717280,53.66,22.15,60000.0,15198.0,11119.0,15870,936.812,4355.44,7016.92,23716.1,7654.613,2524.314,5093
1654717281,53.59,22.4,60000.0,15602.0,11098.0,15848,936.814,5708.49,9056.17,31436.93,9864.414,3172.035,5094
1654717282,53.56,22.4,60000.0,19127.0,10969.0,15728,936.81,8706.54,14032.66,47393.95,15308.551,5051.77,5095
1654717283,53.57,22.55,60000.0,22810.0,10911.0,15659,936.814,9738.79,16388.93,51272.91,17951.805,6322.960999999999,5096
1654717284,53.55,22.61,60000.0,24450.0,10891.0,15649,936.808,10900.84,20253.55,52594.24,22377.039,8930.546999999999,5097
1654717285,53.49,22.75,60000.0,23996.0,10895.0,15646,936.809,10933.89,20308.05,52771.09,22436.625,8950.914,5098
1654717286,53.46,22.71,60000.0,13992.0,11183.0,15979,936.818,8241.95,15382.17,39592.84,17001.191000000003,6819.016,5099
1654717287,53.46,22.41,60000.0,16045.0,11079.0,15813,936.815,7323.64,13432.63,35773.62,14825.074,5830.477,5100
1654717288,53.46,22.66,60000.0,16472.0,11058.0,15818,936.818,7337.87,12974.75,37059.1,14275.055,5372.012,5101
1654717289,53.45,22.69,60000.0,17853.0,10989.0,15720,936.82,8473.03,14944.28,42886.67,16438.359,6166.52,5102
1654717290,53.47,22.81,60000.0,17312.0,11021.0,15754,936.816,10491.69,19979.09,49399.77,22118.062,9066.852,5103
1654717291,53.47,22.86,60000.0,21221.0,10931.0,15658,936.815,11051.31,21695.48,50399.82,24076.066000000003,10182.102,5104
1654717292,53.55,22.9,60000.0,21599.0,10933.0,15660,936.813,11587.35,184.4434668528237,49188.92,26983.887,12088.258,5105
1654717293,53.53,22.86,60000.0,24703.0,10880.0,15590,936.81,11779.88,25125.77,48697.42,28055.238,12794.75,5106
1654717294,53.55,22.76,60000.0,23517.0,10901.0,15613,936.809,12115.3,26887.8,47454.4,30105.797,14174.992,5107
1654717295,53.59,22.7,60000.0,21675.0,10938.0,15657,936.805,12291.47,27916.05,46543.28,31305.719,14999.711,5108
1654717296,53.59,22.9,60000.0,24778.0,10880.0,15561,936.806,12055.65,28762.0,42179.14,32357.383,16052.969,5109
1654717297,53.56,23.1,60000.0,24804.0,10886.0,15578,936.803,10460.22,24260.26,38344.5,27243.551,13253.508,5110
1654717298,53.62,23.2,60000.0,31565.0,10784.0,15452,936.798,10479.26,24220.91,38624.1,27193.262,13196.57,5111
1654717299,53.63,23.29,60000.0,36460.0,10710.0,15404,936.791,10541.74,24902.6,37504.45,27997.965,13796.785,5112
1654717300,53.66,23.44,60000.0,39185.0,10679.0,15368,936.799,9216.36,21316.57,33932.58,23933.582,11620.398,5113
1654717301,53.63,23.36,60000.0,24728.0,10882.0,15538,936.791,5135.37,11326.06,20293.11,12676.172,5939.508000000001,5114
1654717302,53.66,23.37,60000.0,28386.0,10827.0,15472,936.781,4507.66,9699.9,18420.02,10837.605,4978.846,5115
1654717303,53.69,23.36,60000.0,39059.0,10668.0,15317,936.787,6177.07,12706.37,26713.9,14150.615,6254.043000000001,5116
1654717304,53.72,21.96,60000.0,12863.0,11248.0,15952,936.786,5797.83,11709.04,25619.64,13022.039,5659.215,5117
1654717305,53.66,18.69,60000.0,15694.0,11099.0,15878,936.783,4700.55,9099.07,21760.71,10086.375,4205.771,5118
1654717306,53.6,18.53,60000.0,15030.0,11128.0,15971,936.771,3993.91,7579.86,18869.67,8389.078000000001,3426.6040000000003,5119
1654717307,54.96,18.54,60000.0,15480.0,11100.0,15953,936.769,5467.04,9971.93,26844.01,11000.508,4298.602,5120
1654717308,55.4,18.29,60000.0,15297.0,11109.0,15979,936.773,6807.26,12221.68,33914.17,13464.238,5163.273,5121
1654717309,55.61,18.29,60000.0,15641.0,11099.0,15956,936.774,8892.07,15492.77,45486.59,17023.379,6286.469,5122
1654717310,55.8,18.43,60000.0,17350.0,11013.0,15857,936.769,9650.93,17107.91,48632.39,18826.566000000003,7107.344,5123
1654717311,55.94,18.73,60000.0,18044.0,10978.0,15816,936.765,10480.24,18946.16,51886.35,20884.641,8075.460999999999,5124
1654717312,56.06,19.0,60000.0,25788.0,10856.0,15672,936.769,10767.07,19818.83,52416.6,21879.773,8640.242,5125
1654717313,56.39,17.99,60000.0,38857.0,10683.0,15470,936.779,11523.54,23535.78,50258.86,26197.062,11503.664,5126
1654717314,56.42,18.22,60000.0,36182.0,10716.0,15519,936.783,11358.42,23350.21,49157.67,26003.07,11486.062,5127
1654717315,56.49,18.15,60000.0,30909.0,10792.0,15574,936.778,11497.66,24135.14,48507.32,26918.262,12110.93,5128
1654717316,56.55,18.29,60000.0,31742.0,10779.0,15551,936.779,12169.94,27595.52,46194.97,30942.949,14808.195,5129
1654717317,56.66,18.29,60000.0,28033.0,10835.0,15622,936.778,12249.22,28785.64,43957.32,32352.879,15885.406,5130
1654717318,56.69,18.55,60000.0,25939.0,10863.0,15628,936.779,10586.23,23750.92,40820.43,26613.062,12635.078,5131
1654717319,56.74,18.62,60000.0,20262.0,10948.0,15712,936.774,9708.71,21519.89,38095.59,24093.379,11333.156,5132
1654717320,56.83,18.54,60000.0,14954.0,11134.0,15909,936.773,7995.0,16941.15,33331.53,18907.496,8575.371,5133
1654717321,56.91,18.26,60000.0,17365.0,11012.0,15747,936.776,7745.31,16075.88,33135.25,17914.933999999997,7981.223000000001,5134
1654717322,56.97,48.536968725454045,60000.0,24047.0,10888.0,15640,936.768,8613.21,17579.49,37596.39,19566.254,8586.516,5135
1654717323,57.07,18.74,60000.0,16884.0,11040.0,15818,936.777,10592.11,22332.89,44439.04,24916.152,11252.82,5136
1654717324,57.1,18.94,60000.0,21549.0,10933.0,15670,936.788,11192.69,24178.6,45503.01,27021.879,12453.289,5137
1654717325,57.18,19.08,60000.0,30884.0,10785.0,15496,936.776,11587.43,25933.38,44841.32,29053.707,13768.125,5138
1654717326,57.21,19.17,60000.0,30178.0,10805.0,15522,936.771,12110.48,28538.89,43260.21,32081.258,15782.438,5139
1654717327,57.24,19.21,60000.0,28916.0,10825.0,15557,936.774,12371.2,30350.57,41183.39,34203.84,17284.391,5140
1654717328,57.64,18.02,60000.0,25863.0,10872.0,15603,936.773,12200.22,30463.02,39277.7,34367.266,17561.843999999997,5141
1654717329,57.61,17.92,60000.0,22810.0,10912.0,15655,936.78,12470.08,32202.51,37468.94,36401.965,18984.734,5142
1654717330,57.6,18.01,60000.0,22281.0,10916.0,15641,936.79,12739.25,34529.38,34177.89,39139.25,20978.469,5143
1654717331,57.66,18.15,60000.0,20817.0,10938.0,15653,936.806,12909.45,35593.28,33120.46,40382.84,21843.672,5144
1654717332,57.71,18.3,60000.0,19278.0,10965.0,15682,936.81,13069.64,37148.07,30734.78,42215.195,23195.211,5145
1654717333,57.76,18.52,60000.0,20641.0,10941.0,15645,936.791,13048.35,37431.19,29821.3,42557.406,23490.992,5146
1654717334,57.79,18.63,60000.0,21322.0,10931.0,15629,936.787,13120.63,38403.83,28063.69,43708.422,24363.977000000003,5147
1654717335,57.86,18.8,60000.0,24122.0,10894.0,15590,936.788,13170.4,38950.46,27162.7,44353.746,24845.609,5148
1654717336,56.66,19.14,60000.0,28235.0,10836.0,15535,936.784,13277.27,40039.25,25441.55,45637.812000000005,25797.305,5149
1654717337,56.26,19.79,60000.0,26847.0,10853.0,15543,936.788,13293.19,40305.32,24924.21,45953.324,26039.898,5150
1654717338,56.09,20.08,60000.0,28941.0,10825.0,15517,936.8,13346.69,41262.98,23025.96,47089.598,26916.836,5151
1654717339,56.04,19.71,60000.0,31515.0,10782.0,15471,936.805,12868.99,39596.39,22678.51,45177.289,25769.273,5152
1654717340,55.94,18.87,60000.0,8308.0,11452.0,16200,936.798,12833.45,38900.05,24090.66,44350.516,25128.328,5153
1654717341,55.87,18.91,60000.0,8811.0,11431.0,16344,936.8,12302.56,37362.77,22913.38,42601.852,24158.645,5154
1654717342,55.81,18.38,60000.0,4574.0,11728.0,16752,936.796,8813.25,24979.25,20903.25,28382.285,15572.504,5155
1654717343,55.78,17.66,60000.0,5044.0,11644.0,16788,936.794,7725.27,21310.96,19791.69,24179.328,13082.594,5156
1654717344,55.74,17.54,60000.0,4258.0,11777.0,16951,936.803,6919.76,18596.88,18964.21,21069.742,11240.895,5157
1654717345,55.68,17.54,60000.0,4832.0,11687.0,16840,936.802,6774.75,17223.48,21038.34,19451.752,10050.48,5158
1654717346,55.7,17.69,60000.0,4959.0,11662.0,16811,936.795,7392.05,18356.86,24050.7,20702.73,10543.059,5159
1654717347,55.71,18.33,60000.0,5295.0,11605.0,16744,936.821,8230.16,19387.05,29418.5,21792.904,10718.121,5160
1654717348,55.71,18.76,60000.0,7590.0,11485.0,16594,936.809,8452.59,19297.24,31755.75,21647.828,10412.004,5161
1654717349,55.7,18.95,60000.0,8147.0,12942.383835314064,16591,936.809,7274.03,15865.63,29189.64,17743.27,8241.004,5162
1654717350,55.71,19.22,60000.0,10154.0,11366.0,16471,936.808,7255.55,15485.54,29969.28,17291.811999999998,7890.227,5163
1654717351,55.73,19.25,60000.0,10230.0,11362.0,16481,936.791,8302.23,16945.71,36236.68,18860.926,8277.391,5164
1654717352,55.74,19.61,60000.0,12901.0,11228.0,16326,936.78,9151.09,18407.12,40623.12,20465.004,8860.465,5165
1654717353,55.76,19.78,60000.0,14137.0,11175.0,16264,936.776,9540.95,18837.9,43241.66,20914.203,8894.895,5166
1654717354,55.76,19.84,60000.0,13489.0,11206.0,16300,936.79,9779.21,19179.37,44645.52,21282.25,8991.828000000001,5167
1654717355,55.77,19.83,60000.0,13718.0,11190.0,16283,936.796,10757.21,21754.88,47458.62,24196.906000000003,10529.25,5168
1654717356,55.78,19.84,60000.0,14366.0,11158.0,16233,936.804,11122.22,22849.56,48173.3,25444.312,11232.57,5169
1654717357,55.81,19.88,60000.0,15793.0,11085.0,16137,936.794,11638.69,25169.74,47246.68,28131.727000000003,12976.398,5170
1654717358,55.81,19.8,60000.0,15038.0,11128.0,16209,936.787,11537.26,25724.82,44889.11,28812.766,13615.047,5171
1654717359,55.85,19.41,60000.0,14359.0,11164.0,16223,936.788,11255.96,25027.34,43971.2,28026.223,13214.875,5172
1654717360,55.92,19.62,60000.0,14732.0,11138.0,16183,936.78,11534.4,26329.21,43343.35,29536.094,14204.547,5173
1654717361,55.95,19.32,60000.0,15412.0,11107.0,16157,936.785,11572.19,26888.29,42297.38,30198.336,14710.047,5174
1654717362,55.97,19.45,60000.0,15801.0,11094.0,16137,936.775,11944.82,29151.07,40149.5,32841.473,16539.727,5175
1654717363,55.95,19.6,60000.0,15694.0,11096.0,16149,936.784,11216.8,26734.16,39310.95,30074.164,14910.219,5176
1654717364,56.04,19.39,60000.0,14633.0,11136.0,16191,936.782,10711.82,24577.49,39935.89,27580.352000000003,13313.805,5177
1654717365,56.06,19.36,60000.0,15267.0,11115.0,16152,936.788,8836.07,19761.68,34229.23,22138.359,10485.383,5178
1654717366,57.34,19.06,60000.0,13420.0,11211.0,16292,936.805,6635.89,14188.9,27344.63,15845.986,7241.512,5179
1654717367,57.75,18.2,60000.0,10566.0,11339.0,16393,936.789,5268.66,11003.18,22369.64,12267.449,5494.901999999999,5180
1654717368,57.93,18.04,60000.0,14191.0,11167.0,16205,936.779,4838.81,8951.5,23444.04,9886.48,3926.438,5181
1654717369,58.12,17.9,60000.0,11833.0,11279.0,16346,936.781,5385.24,9123.1,28200.17,9999.189,3555.168,5182
1654717370,58.26,17.77,60000.0,13283.0,11209.0,16255,936.777,6547.62,10745.97,35157.14,11743.281,3986.375,5183
1654717371,58.35,17.78,60000.0,13573.0,11197.0,16265,936.779,7442.24,12113.09,40214.87,13226.852,4432.883,5184
1654717372,58.46,17.82,60000.0,13573.0,11196.0,16261,936.786,9333.29,15615.68,49366.27,17095.672,5971.5,5185
1654717373,58.56,17.94,60000.0,14534.0,11150.0,16197,936.766,9916.41,17134.7,51085.32,18813.645,6872.047,5186
1654717374,58.64,18.04,60000.0,15999.0,11078.0,16086,936.768,10690.38,19339.47,52893.01,21319.461,8250.405999999999,5187
1654717375,58.73,18.01,60000.0,17991.0,10982.0,15969,936.771,10038.01,18690.33,48331.08,20653.559,8262.398000000001,5188
1654717376,58.8,17.97,60000.0,17640.0,10998.0,15969,936.781,7346.92,13243.76,36469.15,14595.246,5624.23,5189
1654717377,58.87,17.97,60000.0,20641.0,10945.0,15903,936.788,5499.1,9723.08,27773.53,10697.473,4025.504,5190
1654717378,58.93,17.86,60000.0,16411.0,11057.0,16031,936.783,4005.63,6407.57,21926.38,6985.068,2277.131,5191
1654717379,59.31,16.96,60000.0,16800.0,11041.0,16054,936.782,5618.39,8879.28,31026.06,9668.115,3089.008,5192
1654717380,59.38,17.1,60000.0,15900.0,11089.0,16077,936.79,7407.75,12289.27,39444.77,13443.402,4637.844,5193
1654717381,59.36,17.07,60000.0,17808.0,10990.0,15925,936.789,9791.51,17857.48,48083.57,19699.227,7696.585999999999,5194
1654717382,59.19,14.96,60000.0,3418.0,11914.0,17088,936.804,9063.51,17507.45,42052.11,19403.848,8073.366999999999,5195
1654717383,58.97,12.96,60000.0,2277.0,12095.0,17427,936.803,5208.1,9839.44,24718.73,10885.9,4424.875,5196
1654717384,58.99,12.56,60000.0,3079.0,11960.0,17387,936.796,5696.56,10588.71,27473.16,11699.305,4671.395,5197
1654717385,59.22,12.99,60000.0,9567.0,11383.0,16725,936.786,7729.44,14014.21,38164.66,15451.918,5995.594,5198
1654717386,59.26,13.49,60000.0,5224.0,11620.0,16981,936.777,8504.74,15344.85,42181.27,16912.055,6524.137,5199
1654717387,59.25,13.57,60000.0,5189.0,11629.0,16989,936.776,8577.99,15101.29,43488.61,16608.367,6215.613,5200
1654717388,59.28,13.57,60000.0,7048.0,11508.0,16858,936.778,8466.41,14686.49,43471.58,16131.164,5922.789000000001,5201
1654717389,59.31,13.59,1944.1240303826864,9864.0,11380.0,16724,936.782,8830.29,14993.05,46155.71,16436.191000000003,5862.206999999999,5202
1654717390,59.36,13.66,60000.0,10009.0,11375.0,16742,936.788,8918.1,15317.69,46173.58,16809.578,6090.91,5203
1654717391,59.49,13.26,60000.0,30405.0,10808.0,16129,936.778,8688.74,14706.41,45532.14,16117.352,5723.297,5204
1654717392,59.46,13.08,60000.0,14557.0,11153.0,16469,936.763,8668.71,14544.68,45748.29,15927.316,5586.023,5205
1654717393,59.53,13.15,60000.0,16182.0,11075.0,16383,936.763,8695.45,14475.7,46175.51,15840.289,5492.746,5206
1654717394,59.55,13.27,60000.0,13489.0,11200.0,16528,936.757,7254.54,11937.98,38872.97,13049.215,4447.652,5207
1654717395,59.56,13.27,60000.0,14282.0,11164.0,16474,936.745,7445.69,12069.17,40357.92,13173.742,4386.852,5208
1654717396,58.33,13.27,60000.0,15526.0,11103.0,16414,936.742,7344.01,11781.83,40114.68,12847.316,4208.012,5209
1654717397,57.92,13.66,60000.0,14359.0,11173.0,16508,936.738,6062.44,9619.06,33382.75,10477.684,3370.039,5210
1654717398,57.72,13.67,60000.0,5120.0,11645.0,16996,936.724,3813.18,5876.59,21433.46,6382.627,1951.154,5211
1654717399,57.57,13.5,60000.0,4581.0,11721.0,17056,936.718,4241.29,6120.7,24884.26,6602.084,1766.721,5212
1654717400,57.49,13.49,60000.0,8529.0,11436.0,16749,936.72,6905.37,10229.71,39850.38,11065.281,3133.121,5213
1654717401,57.35,13.49,60000.0,3558.0,11884.0,17273,936.714,6495.12,9452.73,37908.04,10205.5,2782.719,5214
1654717402,57.27,13.38,60000.0,5522.0,11584.0,16948,936.715,5974.06,8589.48,35130.58,9261.297,2457.625,5215
1654717403,57.28,13.19,60000.0,4341.0,11766.0,17149,936.715,5418.51,7622.74,32285.65,8199.166,2066.039,5216
1654717404,57.21,13.08,60000.0,4811.0,11686.0,17050,936.733,4816.65,6695.31,28902.38,7191.896,1758.188,5217
1654717405,57.18,13.17,60000.0,4263.0,11775.0,17170,936.727,5179.63,7155.67,31191.51,7681.012,1847.777,5218
1654717406,57.18,13.19,60000.0,3662.0,11864.0,17283,936.715,5213.33,7158.15,31505.17,7678.268,1817.016,5219
1654717407,57.15,13.17,60000.0,4629.0,11717.0,17132,936.709,4680.66,6363.48,28445.16,6818.049,1569.93,5220
1654717408,57.15,13.13,60000.0,5221.0,11617.0,17037,936.709,5043.01,6801.69,30783.95,7280.785,1638.645,5221
1654717409,57.17,13.04,60000.0,9147.0,11410.0,16840,936.7,4763.85,6382.87,29186.17,6827.156,1506.875,5222
1654717410,57.2,12.96,60000.0,12451.0,11246.0,16653,936.701,3815.1,5027.89,23584.09,5367.271,1125.43,5223
1654717411,57.31,12.8,60000.0,14511.0,11136.0,16556,936.696,3581.69,184.4434668528237,22235.05,4994.234,1020.322,5224
1654717412,57.31,12.76,60000.0,12993.0,11229.0,16650,936.696,3766.0,4915.94,23399.31,5241.697,1065.082,5225
1654717413,57.33,12.69,60000.0,10604.0,11343.0,16760,936.714,3309.55,4302.14,20608.38,4584.893,918.549,5226
1654717414,57.27,12.62,60000.0,11840.0,11276.0,16670,936.712,2248.8,2883.34,14103.43,3067.641,585.398,5227
1654717415,57.26,12.76,60000.0,16602.0,11051.0,16456,936.724,1749.06,2223.55,11017.15,2363.169,436.83,5228
1654717416,57.21,12.78,60000.0,9399.0,11405.0,16838,936.728,1481.15,1854.78,9400.4,1967.485,342.561,5229
1654717417,57.18,12.96,60000.0,10124.0,11362.0,16760,936.736,1244.92,1548.44,7927.6,1641.106,277.71,5230
1654717418,57.2,12.87,60000.0,8033.0,11470.0,16845,936.732,726.1,890.61,4655.2,942.204,149.82399999999998,5231
1654717419,57.15,12.95,60000.0,9048.0,11420.0,16809,936.737,682.27,831.15,4388.52,878.5160000000001,135.251,5232
1654717420,57.14,13.04,60000.0,8247.0,11450.0,16844,936.737,726.25,873.55,4699.48,921.774,133.11700000000002,5233
1654717421,57.13,13.05,60000.0,9475.0,11394.0,16795,936.733,694.85,184.4434668528237,4509.77,875.5089999999999,122.158,5234
1654717422,57.08,13.09,60000.0,10360.0,11357.0,16752,936.723,563.13,664.8,3675.46,699.7389999999999,91.044,5235
1654717423,57.06,13.05,60000.0,9246.0,11404.0,16819,936.737,569.49,668.42,3726.81,702.987,88.289,5236
1654717424,57.06,13.16,60000.0,9048.0,11412.0,16827,936.734,592.08,694.46,3875.75,730.313,91.343,5237
1654717425,58.35,12.88,60000.0,8124.0,11464.0,16886,936.739,677.46,794.15,4435.85,835.079,104.066,5238
1654717426,58.74,12.51,60000.0,9063.0,11412.0,16828,936.735,645.72,754.77,4233.49,793.3589999999999,97.083,5239
1654717427,58.91,12.29,60000.0,8262.0,11460.0,16879,936.739,780.75,907.59,5131.33,953.259,112.517,5240
1654717428,59.07,48.536968725454045,60000.0,9437.0,11402.0,16825,936.73,1620.66,1906.06,10595.94,2005.202,255.027,5241
1654717429,59.14,11.91,60000.0,9765.0,11378.0,16807,936.725,2164.28,2573.21,14080.35,2711.047,367.543,5242
1654717430,59.21,11.82,60000.0,9147.0,11418.0,16856,936.725,1997.08,2377.23,12985.51,2504.966,341.87699999999995,5243
